gender,SeniorCitizen,tenure,InternetService,Contract,MonthlyCharges,TotalCharges,PaymentMethod,Churn
Male,No,11,No,Month-to-month,23.15,245.2,Credit card (automatic),Yes
Female,No,4,Fiber optic,Month-to-month,80.85,302.75,Electronic check,Yes
Male,No,1,DSL,Month-to-month,60.1,60.1,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,78.95,78.95,Electronic check,Yes
Male,No,2,DSL,Month-to-month,45.15,98.5,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,79.4,244.65,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,71.1,71.1,Mailed check,Yes
Male,Yes,1,Fiber optic,Month-to-month,94.0,94.0,Electronic check,Yes
Female,No,4,DSL,Month-to-month,46.0,193.6,Mailed check,Yes
Female,No,9,DSL,Month-to-month,66.25,620.55,Mailed check,Yes
Male,No,1,DSL,Month-to-month,53.95,53.95,Electronic check,Yes
Female,Yes,8,Fiber optic,Month-to-month,105.5,829.55,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,69.8,69.8,Electronic check,Yes
Male,Yes,7,Fiber optic,Month-to-month,73.75,545.15,Mailed check,Yes
Male,Yes,9,DSL,Month-to-month,54.55,494.05,Electronic check,Yes
Female,No,5,Fiber optic,Month-to-month,93.9,486.85,Mailed check,Yes
Female,Yes,3,Fiber optic,Month-to-month,70.4,204.7,Electronic check,Yes
Female,No,2,Fiber optic,Month-to-month,70.95,137.95,Electronic check,Yes
Male,No,10,Fiber optic,Month-to-month,104.4,1081.45,Electronic check,Yes
Male,Yes,8,DSL,Month-to-month,29.4,221.9,Electronic check,Yes
Male,No,2,DSL,Month-to-month,44.65,74.9,Mailed check,Yes
Female,No,3,DSL,Month-to-month,25.25,58.9,Electronic check,Yes
Female,No,4,Fiber optic,Month-to-month,84.05,333.55,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,74.7,74.7,Electronic check,Yes
Female,No,5,Fiber optic,Month-to-month,90.8,455.5,Electronic check,Yes
Female,No,1,DSL,Month-to-month,35.75,35.75,Electronic check,Yes
Female,Yes,4,DSL,Month-to-month,46.0,181.6,Electronic check,Yes
Male,No,3,No,Month-to-month,19.8,58.15,Mailed check,Yes
Male,No,4,DSL,Month-to-month,50.9,225.6,Electronic check,Yes
Male,No,4,Fiber optic,Month-to-month,81.0,340.85,Electronic check,Yes
Male,No,5,DSL,Month-to-month,51.0,305.95,Mailed check,Yes
Female,No,4,Fiber optic,Month-to-month,91.65,365.4,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,90.85,90.85,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,69.4,69.4,Mailed check,Yes
Female,Yes,8,Fiber optic,Month-to-month,94.45,742.95,Credit card (automatic),Yes
Female,No,1,No,Month-to-month,20.15,20.15,Credit card (automatic),Yes
Female,No,6,DSL,Month-to-month,47.95,305.1,Electronic check,Yes
Female,No,3,DSL,Month-to-month,63.6,155.65,Electronic check,Yes
Male,No,3,DSL,Month-to-month,36.85,108.7,Mailed check,Yes
Female,No,1,DSL,Month-to-month,44.1,44.1,Electronic check,Yes
Female,No,7,Fiber optic,Month-to-month,75.1,552.95,Bank transfer (automatic),Yes
Male,Yes,2,DSL,Month-to-month,44.7,93.7,Electronic check,Yes
Male,No,11,Fiber optic,Month-to-month,74.35,834.2,Electronic check,Yes
Female,No,5,No,Month-to-month,19.85,108.05,Credit card (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,70.3,70.3,Electronic check,Yes
Male,Yes,10,Fiber optic,Month-to-month,85.55,851.75,Electronic check,Yes
Male,No,6,Fiber optic,Month-to-month,94.5,575.45,Mailed check,Yes
Female,No,2,Fiber optic,Month-to-month,79.65,152.7,Mailed check,Yes
Female,Yes,2,Fiber optic,Month-to-month,79.6,195.05,Electronic check,Yes
Female,No,1,No,Month-to-month,20.2,20.2,Bank transfer (automatic),Yes
Male,No,2,DSL,Month-to-month,40.4,77.15,Credit card (automatic),Yes
Female,No,4,Fiber optic,Month-to-month,75.35,338.1,Electronic check,Yes
Male,Yes,7,Fiber optic,Month-to-month,94.7,673.1,Credit card (automatic),Yes
Male,No,6,DSL,Month-to-month,30.5,208.7,Credit card (automatic),Yes
Male,Yes,3,Fiber optic,Month-to-month,77.0,237.75,Electronic check,Yes
Female,No,11,No,Month-to-month,20.1,221.35,Credit card (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,75.3,75.3,Electronic check,Yes
Female,No,7,No,Month-to-month,20.05,164.85,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,70.4,70.4,Electronic check,Yes
Female,No,11,Fiber optic,Month-to-month,94.0,1078.9,Electronic check,Yes
Male,No,8,DSL,Month-to-month,30.45,226.45,Electronic check,Yes
Male,Yes,1,Fiber optic,Month-to-month,69.65,69.65,Electronic check,Yes
Male,No,9,Fiber optic,Month-to-month,80.8,713.1,Electronic check,Yes
Female,No,7,Fiber optic,Month-to-month,80.3,526.7,Mailed check,Yes
Male,No,3,DSL,Month-to-month,69.35,191.35,Electronic check,Yes
Female,Yes,1,DSL,Month-to-month,36.45,36.45,Electronic check,Yes
Female,No,8,Fiber optic,Month-to-month,84.9,764.95,Electronic check,Yes
Female,No,2,Fiber optic,Month-to-month,73.55,145.4,Bank transfer (automatic),Yes
Female,No,8,No,Month-to-month,20.15,156.25,Bank transfer (automatic),Yes
Female,No,8,Fiber optic,Month-to-month,101.15,842.9,Electronic check,Yes
Female,No,2,Fiber optic,Month-to-month,79.75,164.5,Electronic check,Yes
Female,Yes,5,Fiber optic,Month-to-month,69.05,318.5,Mailed check,Yes
Female,No,6,Fiber optic,Month-to-month,90.1,521.3,Electronic check,Yes
Male,No,11,DSL,Month-to-month,53.75,608.0,Electronic check,Yes
Female,No,6,Fiber optic,Month-to-month,89.3,577.6,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,95.2,292.85,Electronic check,Yes
Female,Yes,5,DSL,Month-to-month,45.7,198.0,Electronic check,Yes
Male,No,8,Fiber optic,Month-to-month,74.5,609.9,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,79.65,79.65,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,80.05,80.05,Mailed check,Yes
Female,No,6,No,Month-to-month,19.5,146.3,Bank transfer (automatic),Yes
Male,No,1,DSL,Month-to-month,51.25,51.25,Mailed check,Yes
Male,No,1,DSL,Month-to-month,45.6,45.6,Electronic check,Yes
Female,No,6,DSL,Month-to-month,49.65,267.35,Bank transfer (automatic),Yes
Male,Yes,10,Fiber optic,Month-to-month,92.5,934.1,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,74.45,74.45,Mailed check,Yes
Female,Yes,10,DSL,Month-to-month,29.65,291.4,Electronic check,Yes
Male,No,5,Fiber optic,Month-to-month,84.5,453.75,Electronic check,Yes
Female,Yes,3,Fiber optic,Month-to-month,70.3,235.5,Electronic check,Yes
Female,No,10,Fiber optic,Month-to-month,74.75,799.65,Electronic check,Yes
Female,No,1,DSL,Month-to-month,50.8,50.8,Electronic check,Yes
Male,No,2,Fiber optic,Month-to-month,80.25,144.55,Electronic check,Yes
Male,No,1,No,Month-to-month,19.9,19.9,Mailed check,Yes
Male,Yes,12,Fiber optic,Month-to-month,99.45,1200.15,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,70.6,70.6,Electronic check,Yes
Female,No,5,Fiber optic,Month-to-month,81.0,389.6,Credit card (automatic),Yes
Male,No,6,Fiber optic,Month-to-month,84.85,523.5,Electronic check,Yes
Female,Yes,1,DSL,Month-to-month,24.8,24.8,Electronic check,Yes
Female,No,9,Fiber optic,Month-to-month,89.45,853.1,Electronic check,Yes
Male,No,10,DSL,Month-to-month,72.15,794.25,Credit card (automatic),Yes
Female,No,2,DSL,Month-to-month,76.4,160.8,Electronic check,Yes
Male,No,9,Fiber optic,Month-to-month,79.9,741.7,Electronic check,Yes
Male,No,1,No,Month-to-month,19.65,19.65,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,84.65,84.65,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,69.55,69.55,Electronic check,Yes
Male,No,7,DSL,Month-to-month,51.0,354.05,Mailed check,Yes
Female,No,1,DSL,Month-to-month,44.35,44.35,Bank transfer (automatic),Yes
Female,No,7,Fiber optic,Month-to-month,79.7,586.05,Electronic check,Yes
Female,Yes,5,Fiber optic,Month-to-month,84.85,415.55,Mailed check,Yes
Male,Yes,1,Fiber optic,Month-to-month,73.65,73.65,Electronic check,Yes
Female,Yes,6,Fiber optic,Month-to-month,84.35,474.9,Electronic check,Yes
Female,No,8,Fiber optic,Month-to-month,84.95,668.4,Electronic check,Yes
Male,No,11,Fiber optic,Month-to-month,73.85,926.25,Electronic check,Yes
Female,Yes,1,DSL,Month-to-month,46.0,46.0,Electronic check,Yes
Female,No,5,DSL,Month-to-month,46.0,221.7,Mailed check,Yes
Male,No,4,DSL,Month-to-month,51.75,201.1,Credit card (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,70.15,70.15,Mailed check,Yes
Male,No,9,DSL,Month-to-month,34.7,296.1,Credit card (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,81.1,81.1,Electronic check,Yes
Female,No,1,No,Month-to-month,20.55,20.55,Mailed check,Yes
Female,No,3,Fiber optic,Month-to-month,89.45,240.45,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,97.9,315.3,Electronic check,Yes
Male,No,1,DSL,Month-to-month,55.7,55.7,Mailed check,Yes
Female,Yes,3,Fiber optic,Month-to-month,83.9,267.4,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,69.85,69.85,Electronic check,Yes
Female,No,1,DSL,Month-to-month,53.55,53.55,Mailed check,Yes
Male,No,11,Fiber optic,Month-to-month,80.5,896.9,Bank transfer (automatic),Yes
Male,No,1,No,Month-to-month,19.3,19.3,Mailed check,Yes
Male,No,1,DSL,Month-to-month,49.65,49.65,Mailed check,Yes
Male,No,4,Fiber optic,Month-to-month,88.45,370.65,Electronic check,Yes
Male,No,9,Fiber optic,Month-to-month,94.85,890.6,Mailed check,Yes
Male,No,7,Fiber optic,Month-to-month,69.95,529.5,Bank transfer (automatic),Yes
Female,No,1,DSL,Month-to-month,48.6,48.6,Credit card (automatic),Yes
Female,No,3,Fiber optic,Month-to-month,75.5,220.6,Electronic check,Yes
Male,No,1,No,Month-to-month,20.2,20.2,Bank transfer (automatic),Yes
Female,No,3,Fiber optic,Month-to-month,74.75,229.5,Credit card (automatic),Yes
Male,Yes,1,No,Month-to-month,20.05,20.05,Mailed check,Yes
Female,No,1,No,Month-to-month,19.9,19.9,Electronic check,Yes
Male,No,1,No,Month-to-month,19.95,19.95,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,79.6,79.6,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,75.9,75.9,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,76.2,76.2,Electronic check,Yes
Male,No,1,No,Month-to-month,19.25,19.25,Mailed check,Yes
Female,No,7,Fiber optic,Month-to-month,79.0,522.95,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,70.25,70.25,Electronic check,Yes
Female,Yes,10,Fiber optic,Month-to-month,84.6,865.55,Credit card (automatic),Yes
Female,No,1,DSL,Month-to-month,60.0,60.0,Electronic check,Yes
Male,No,8,Fiber optic,Month-to-month,86.55,649.65,Electronic check,Yes
Female,Yes,1,No,Month-to-month,20.85,20.85,Mailed check,Yes
Male,Yes,6,Fiber optic,Month-to-month,85.15,503.6,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,75.7,75.7,Electronic check,Yes
Female,No,4,Fiber optic,Month-to-month,97.95,384.5,Electronic check,Yes
Male,No,6,Fiber optic,Month-to-month,80.5,463.05,Credit card (automatic),Yes
Male,No,1,Fiber optic,Month-to-month,71.35,71.35,Mailed check,Yes
Male,No,1,No,Month-to-month,20.6,20.6,Mailed check,Yes
Female,No,10,Fiber optic,Month-to-month,81.0,818.05,Credit card (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,70.15,70.15,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,69.65,69.65,Electronic check,Yes
Female,Yes,1,Fiber optic,Month-to-month,89.3,89.3,Electronic check,Yes
Female,No,5,Fiber optic,Month-to-month,85.2,474.8,Electronic check,Yes
Male,No,5,Fiber optic,Month-to-month,81.3,416.3,Electronic check,Yes
Female,No,2,No,Month-to-month,19.6,35.85,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,71.0,71.0,Electronic check,Yes
Male,Yes,9,Fiber optic,Month-to-month,85.05,746.5,Electronic check,Yes
Male,No,1,DSL,Month-to-month,44.4,44.4,Electronic check,Yes
Male,Yes,1,Fiber optic,Month-to-month,70.3,70.3,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,79.35,79.35,Bank transfer (automatic),Yes
Female,No,9,Fiber optic,Month-to-month,90.8,809.75,Bank transfer (automatic),Yes
Female,No,3,Fiber optic,Month-to-month,75.8,246.3,Electronic check,Yes
Female,No,2,Fiber optic,Month-to-month,70.0,153.05,Bank transfer (automatic),Yes
Male,No,5,No,Month-to-month,25.9,135.0,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,69.65,69.65,Electronic check,Yes
Female,No,10,Fiber optic,Month-to-month,100.6,1060.2,Electronic check,Yes
Female,Yes,1,Fiber optic,Month-to-month,86.0,86.0,Electronic check,Yes
Male,No,3,DSL,Month-to-month,29.6,79.45,Electronic check,Yes
Male,No,1,No,Month-to-month,20.2,20.2,Mailed check,Yes
Male,No,5,Fiber optic,Month-to-month,94.45,498.1,Electronic check,Yes
Male,Yes,3,Fiber optic,Month-to-month,105.0,294.45,Electronic check,Yes
Female,Yes,8,Fiber optic,Month-to-month,84.0,613.4,Electronic check,Yes
Female,No,9,DSL,Month-to-month,48.75,442.2,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,84.85,84.85,Electronic check,Yes
Male,No,12,DSL,Month-to-month,56.65,654.85,Mailed check,Yes
Male,Yes,4,DSL,Month-to-month,25.2,102.5,Bank transfer (automatic),Yes
Male,No,7,Fiber optic,Month-to-month,89.75,608.8,Electronic check,Yes
Male,Yes,3,Fiber optic,Month-to-month,94.6,279.55,Electronic check,Yes
Male,No,6,Fiber optic,Month-to-month,82.85,460.25,Electronic check,Yes
Female,No,5,Fiber optic,Month-to-month,83.6,404.2,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,91.5,242.95,Credit card (automatic),Yes
Male,No,12,Fiber optic,Month-to-month,80.85,866.45,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,70.75,70.75,Mailed check,Yes
Male,No,3,DSL,Month-to-month,40.15,130.75,Mailed check,Yes
Male,No,1,DSL,Month-to-month,45.3,45.3,Mailed check,Yes
Male,No,2,Fiber optic,Month-to-month,94.95,178.1,Electronic check,Yes
Female,No,12,DSL,Month-to-month,44.55,480.6,Electronic check,Yes
Male,No,1,DSL,Month-to-month,23.45,23.45,Electronic check,Yes
Male,No,1,DSL,Month-to-month,29.7,29.7,Mailed check,Yes
Female,No,3,DSL,Month-to-month,50.65,151.3,Mailed check,Yes
Female,No,1,DSL,Month-to-month,55.4,55.4,Electronic check,Yes
Female,Yes,1,Fiber optic,Month-to-month,90.6,90.6,Electronic check,Yes
Male,Yes,2,Fiber optic,Month-to-month,86.85,156.35,Mailed check,Yes
Male,No,2,DSL,Month-to-month,55.1,113.35,Mailed check,Yes
Female,No,5,DSL,Month-to-month,53.85,259.8,Credit card (automatic),Yes
Female,No,9,Fiber optic,Month-to-month,71.0,672.55,Electronic check,Yes
Male,No,5,No,Month-to-month,19.35,126.05,Mailed check,Yes
Male,No,3,No,Month-to-month,19.85,64.55,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,79.25,79.25,Electronic check,Yes
Female,No,1,DSL,Month-to-month,44.9,44.9,Bank transfer (automatic),Yes
Male,No,10,Fiber optic,Month-to-month,70.1,659.65,Electronic check,Yes
Male,No,4,DSL,Month-to-month,29.65,118.5,Electronic check,Yes
Male,No,4,DSL,Month-to-month,54.3,195.3,Electronic check,Yes
Female,Yes,11,Fiber optic,Month-to-month,95.15,997.65,Bank transfer (automatic),Yes
Male,No,1,Fiber optic,Month-to-month,80.5,80.5,Electronic check,Yes
Male,No,4,Fiber optic,Month-to-month,72.2,305.55,Bank transfer (automatic),Yes
Female,No,5,Fiber optic,Month-to-month,85.75,470.95,Electronic check,Yes
Female,Yes,6,Fiber optic,Month-to-month,98.25,560.6,Electronic check,Yes
Female,Yes,1,DSL,Month-to-month,25.7,25.7,Mailed check,Yes
Female,No,7,Fiber optic,Month-to-month,69.0,506.9,Electronic check,Yes
Male,No,2,DSL,Month-to-month,46.05,80.35,Bank transfer (automatic),Yes
Female,Yes,1,Fiber optic,Month-to-month,76.4,76.4,Mailed check,Yes
Female,No,5,Fiber optic,Month-to-month,100.5,514.0,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,69.95,69.95,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,93.3,93.3,Electronic check,Yes
Male,No,3,DSL,Month-to-month,49.15,169.05,Electronic check,Yes
Female,No,1,DSL,Month-to-month,35.05,35.05,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,73.0,73.0,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,70.1,70.1,Electronic check,Yes
Female,Yes,2,Fiber optic,Month-to-month,70.65,142.35,Electronic check,Yes
Male,No,2,No,Month-to-month,20.35,33.2,Mailed check,Yes
Female,No,3,Fiber optic,Month-to-month,99.0,287.4,Credit card (automatic),Yes
Male,No,1,No,Month-to-month,19.7,19.7,Mailed check,Yes
Female,No,5,Fiber optic,Month-to-month,75.55,413.65,Electronic check,Yes
Female,No,9,Fiber optic,Month-to-month,77.65,714.15,Bank transfer (automatic),Yes
Male,No,2,Fiber optic,Month-to-month,95.85,197.7,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,79.15,79.15,Electronic check,Yes
Female,No,4,Fiber optic,Month-to-month,79.0,303.15,Electronic check,Yes
Male,No,1,DSL,Month-to-month,49.9,49.9,Mailed check,Yes
Male,Yes,1,DSL,Month-to-month,49.25,49.25,Credit card (automatic),Yes
Female,No,1,No,Month-to-month,20.3,20.3,Mailed check,Yes
Male,Yes,7,Fiber optic,Month-to-month,101.95,700.85,Electronic check,Yes
Male,Yes,2,Fiber optic,Month-to-month,94.0,181.7,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,74.3,74.3,Credit card (automatic),Yes
Male,No,1,DSL,Month-to-month,44.65,44.65,Mailed check,Yes
Male,No,10,Fiber optic,Month-to-month,80.7,788.8,Bank transfer (automatic),Yes
Male,No,4,Fiber optic,Month-to-month,101.7,364.55,Electronic check,Yes
Female,No,1,No,Month-to-month,20.4,20.4,Mailed check,Yes
Female,No,3,DSL,Month-to-month,55.1,154.65,Mailed check,Yes
Female,No,6,Fiber optic,Month-to-month,69.25,418.4,Mailed check,Yes
Male,No,1,DSL,Month-to-month,50.5,50.5,Electronic check,Yes
Male,Yes,1,Fiber optic,Month-to-month,74.4,74.4,Electronic check,Yes
Male,No,2,Fiber optic,Month-to-month,95.65,167.3,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,94.4,94.4,Electronic check,Yes
Female,No,1,DSL,Month-to-month,55.0,55.0,Credit card (automatic),Yes
Male,No,1,Fiber optic,Month-to-month,101.45,101.45,Electronic check,Yes
Female,No,5,DSL,Month-to-month,67.95,350.3,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,69.5,69.5,Electronic check,Yes
Male,No,1,No,Month-to-month,18.85,18.85,Mailed check,Yes
Female,No,1,Fiber optic,Month-to-month,69.2,69.2,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,69.65,69.65,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,82.3,82.3,Electronic check,Yes
Male,No,3,Fiber optic,Month-to-month,79.25,267.6,Electronic check,Yes
Male,Yes,1,DSL,Month-to-month,25.05,25.05,Electronic check,Yes
Male,No,1,DSL,Month-to-month,48.95,48.95,Electronic check,Yes
Male,No,1,DSL,Month-to-month,45.3,45.3,Electronic check,Yes
Male,No,2,Fiber optic,Month-to-month,85.85,167.3,Electronic check,Yes
Male,No,10,Fiber optic,Month-to-month,95.2,930.4,Electronic check,Yes
Male,No,6,DSL,Month-to-month,55.3,324.25,Mailed check,Yes
Male,Yes,2,Fiber optic,Month-to-month,74.85,156.4,Mailed check,Yes
Male,No,2,Fiber optic,Month-to-month,79.85,152.45,Electronic check,Yes
Female,No,9,DSL,Month-to-month,74.65,703.55,Electronic check,Yes
Female,No,1,DSL,Month-to-month,56.25,56.25,Electronic check,Yes
Female,Yes,2,Fiber optic,Month-to-month,79.75,159.4,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,68.65,68.65,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,70.85,70.85,Electronic check,Yes
Male,No,2,Fiber optic,Month-to-month,69.8,134.7,Credit card (automatic),Yes
Female,No,7,DSL,Month-to-month,70.75,450.8,Credit card (automatic),Yes
Female,No,3,DSL,Month-to-month,29.7,91.7,Credit card (automatic),Yes
Male,No,1,DSL,Month-to-month,25.3,25.3,Electronic check,Yes
Male,No,1,No,Month-to-month,20.1,20.1,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,69.9,69.9,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,80.8,80.8,Electronic check,Yes
Male,No,2,DSL,Month-to-month,62.05,118.3,Bank transfer (automatic),Yes
Male,Yes,1,Fiber optic,Month-to-month,76.45,76.45,Electronic check,Yes
Female,Yes,12,Fiber optic,Month-to-month,91.3,1094.5,Electronic check,Yes
Male,Yes,6,Fiber optic,Month-to-month,95.75,573.75,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,74.5,74.5,Electronic check,Yes
Female,No,10,Fiber optic,Month-to-month,102.1,1068.85,Credit card (automatic),Yes
Female,No,7,Fiber optic,Month-to-month,86.5,582.5,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,69.15,69.15,Electronic check,Yes
Female,No,9,Fiber optic,Month-to-month,79.55,723.4,Electronic check,Yes
Male,Yes,3,Fiber optic,Month-to-month,91.05,289.1,Electronic check,Yes
Female,Yes,2,Fiber optic,Month-to-month,79.2,172.85,Electronic check,Yes
Female,No,2,DSL,Month-to-month,45.25,85.5,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,74.1,228.0,Credit card (automatic),Yes
Male,No,3,Fiber optic,Month-to-month,75.0,209.1,Mailed check,Yes
Female,Yes,2,Fiber optic,Month-to-month,70.75,154.85,Electronic check,Yes
Male,No,12,DSL,Month-to-month,50.25,593.75,Bank transfer (automatic),Yes
Female,No,12,Fiber optic,Month-to-month,96.0,1062.1,Electronic check,Yes
Female,No,4,DSL,Month-to-month,56.5,235.1,Mailed check,Yes
Female,Yes,1,Fiber optic,Month-to-month,85.0,85.0,Electronic check,Yes
Male,No,4,DSL,Month-to-month,49.4,184.4,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,69.2,69.2,Electronic check,Yes
Male,No,3,Fiber optic,Month-to-month,69.65,220.1,Electronic check,Yes
Female,No,11,DSL,Month-to-month,48.55,501.0,Credit card (automatic),Yes
Female,No,1,No,Month-to-month,20.2,20.2,Mailed check,Yes
Male,No,2,DSL,Month-to-month,56.7,113.55,Mailed check,Yes
Male,Yes,4,Fiber optic,Month-to-month,74.95,308.7,Electronic check,Yes
Male,No,1,DSL,Month-to-month,50.35,50.35,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,70.3,70.3,Electronic check,Yes
Male,No,7,Fiber optic,Month-to-month,86.8,620.35,Electronic check,Yes
Male,Yes,6,Fiber optic,Month-to-month,84.2,519.15,Electronic check,Yes
Female,No,11,Fiber optic,Month-to-month,100.75,1129.75,Electronic check,Yes
Female,No,9,Fiber optic,Month-to-month,91.75,865.8,Bank transfer (automatic),Yes
Female,No,1,Fiber optic,Month-to-month,79.55,79.55,Mailed check,Yes
Female,Yes,4,Fiber optic,Month-to-month,88.85,372.45,Electronic check,Yes
Female,Yes,3,DSL,Month-to-month,25.3,77.75,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,95.45,95.45,Electronic check,Yes
Female,No,1,Fiber optic,Month-to-month,69.7,69.7,Bank transfer (automatic),Yes
Female,No,6,Fiber optic,Month-to-month,89.5,573.3,Electronic check,Yes
Male,No,3,DSL,Month-to-month,35.15,99.75,Electronic check,Yes
Male,No,12,Fiber optic,Month-to-month,73.75,871.4,Credit card (automatic),Yes
Female,Yes,8,Fiber optic,Month-to-month,101.35,780.5,Electronic check,Yes
Female,No,6,DSL,Month-to-month,55.9,365.35,Credit card (automatic),Yes
Male,Yes,3,Fiber optic,Month-to-month,105.9,334.65,Electronic check,Yes
Female,No,1,DSL,Month-to-month,43.95,43.95,Mailed check,Yes
Male,No,1,DSL,Month-to-month,45.1,45.1,Bank transfer (automatic),Yes
Male,No,9,DSL,Month-to-month,55.35,449.75,Electronic check,Yes
Male,No,1,Fiber optic,Month-to-month,69.35,69.35,Electronic check,Yes
Female,No,3,Fiber optic,Month-to-month,75.15,216.75,Credit card (automatic),Yes
Male,No,1,Fiber optic,Month-to-month,69.6,69.6,Electronic check,Yes
Male,No,5,Fiber optic,Month-to-month,80.15,385.0,Electronic check,Yes
Female,No,1,DSL,Month-to-month,30.5,30.5,Bank transfer (automatic),Yes
Male,No,1,No,Month-to-month,20.5,20.5,Mailed check,Yes
Male,No,4,Fiber optic,Month-to-month,74.35,265.35,Electronic check,Yes
Female,No,8,Fiber optic,Month-to-month,95.65,778.1,Bank transfer (automatic),Yes
Male,No,3,DSL,Month-to-month,35.45,106.85,Mailed check,Yes
Male,No,3,DSL,Month-to-month,49.9,130.1,Mailed check,Yes
Female,Yes,3,Fiber optic,Month-to-month,75.05,256.25,Credit card (automatic),Yes
Female,Yes,1,Fiber optic,Month-to-month,74.45,74.45,Electronic check,Yes
Female,No,4,DSL,Month-to-month,60.4,272.15,Mailed check,Yes
Male,No,1,Fiber optic,Month-to-month,70.65,70.65,Mailed check,Yes
Female,No,9,DSL,Month-to-month,44.2,403.35,Bank transfer (automatic),Yes
Male,Yes,1,Fiber optic,Month-to-month,75.75,75.75,Electronic check,Yes
Male,Yes,4,Fiber optic,Month-to-month,74.4,306.6,Mailed check,Yes
